Appl_Type,Appl_No,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date
N,212477,2,8841278,"May 12, 2030",,Y,U-1470,,"Sep 23, 2019"
N,212477,2,8822430,"May 12, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,212477,2,8735372,"Mar 21, 2028",,,U-1470,,"Sep 23, 2019"
N,212477,1,9284342,"Sep 13, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,212477,1,9085573,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,212477,1,9393256,"Sep 14, 2032",,,U-1470,,"Sep 23, 2019"
N,212477,1,8889159,"Mar 26, 2029",,Y,U-1470,,"Sep 23, 2019"
N,212477,1,9511056,"May 12, 2030",,,U-1470,,"Sep 23, 2019"
N,212477,2,8889159,"Mar 26, 2029",,Y,U-1470,,"Sep 23, 2019"
N,212477,2,9393256,"Sep 14, 2032",,,U-1470,,"Sep 23, 2019"
N,212477,2,9085573,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,212477,2,9284342,"Sep 13, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,212477,2,9511056,"May 12, 2030",,,U-1470,,"Sep 23, 2019"
N,205834,2,7964580,"Mar 26, 2029",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8334270,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8273341,"May 12, 2030",,,U-1470,,"Sep 23, 2019"
N,205834,2,8580765,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8618076,"Dec 11, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8633309,"Mar 26, 2029",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8841278,"May 12, 2030",,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8822430,"May 12, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,8735372,"Mar 21, 2028",,,U-1470,,"Sep 23, 2019"
N,205834,2,8889159,"Mar 26, 2029",,Y,U-1470,,"Sep 23, 2019"
N,205834,2,10039779,"Jan 30, 2034",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,9511056,"May 12, 2030",,,U-1470,,"Sep 23, 2019"
N,205834,2,9085573,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,9284342,"Sep 13, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,205834,2,9393256,"Sep 14, 2032",,,U-1470,,"Sep 23, 2019"
N,210806,1,8486975,"Oct 7, 2031",Y,Y,U-2630,,"Sep 17, 2018"
N,202880,1,10456393,"Jul 25, 2033",,,U-1810,,"Oct 29, 2019"
N,202880,2,10456393,"Jul 25, 2033",,,U-1810,,"Oct 29, 2019"
N,202880,3,10456393,"Jul 25, 2033",,,U-1810,,"Oct 29, 2019"
N,202880,4,10456393,"Jul 25, 2033",,,U-1810,,"Oct 29, 2019"
N,202880,5,10456393,"Jul 25, 2033",,,U-1810,,"Oct 29, 2019"
N,202880,6,10456393,"Jul 25, 2033",,,U-1810,,"Oct 29, 2019"
N,205677,1,10449176,"Jan 25, 2033",,,U-2149,,"Nov 20, 2019"
N,211855,1,9090558,"Sep 20, 2033",,,U-1384,,"Nov 22, 2019"
N,211855,1,10080733,"Sep 20, 2033",Y,Y,U-1384,,"Nov 22, 2019"
N,208447,1,8071579,"Aug 12, 2027",,,U-2655,,"Nov 22, 2019"
N,208447,1,8859562,"Aug 4, 2031",,,U-2655,,"Nov 22, 2019"
N,208447,1,8143241,"Aug 12, 2027",,,U-2655,,"Nov 22, 2019"
N,209355,1,10478502,"Nov 2, 2031",,Y,U-2625,,"Nov 22, 2019"
N,209354,1,10478502,"Nov 2, 2031",,Y,U-2625,,"Nov 22, 2019"
N,205437,1,9018243,"Mar 19, 2023",,,U-2658,,"May 18, 2015"
N,205437,1,9018243,"Mar 19, 2023",,,U-2656,,"May 18, 2015"
N,205437,1,10092541,"May 29, 2034",,,U-2659,,"Oct 9, 2018"
N,205437,1,6962940,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,205437,1,6962940,"Mar 19, 2023",,,U-2656,,"Apr 15, 2014"
N,205437,1,9724330,"Mar 19, 2023",,,U-2656,,"Jul 19, 2018"
N,205437,1,9724330,"Mar 19, 2023",,,U-2658,,"Jul 19, 2018"
N,205437,2,9018243,"Mar 19, 2023",,,U-2658,,"May 18, 2015"
N,205437,2,9018243,"Mar 19, 2023",,,U-2656,,"May 18, 2015"
N,205437,2,9724330,"Mar 19, 2023",,,U-2658,,"Jul 19, 2018"
N,205437,2,9724330,"Mar 19, 2023",,,U-2656,,"Jul 19, 2018"
N,205437,2,7659302,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,205437,2,8455536,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,205437,2,6962940,"Mar 19, 2023",,,U-2656,,"Apr 15, 2014"
N,205437,2,6962940,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,205437,2,10092541,"May 29, 2034",,,U-2659,,"Oct 9, 2018"
N,210951,1,8802689,"Mar 27, 2027",,,U-2624,,"Mar 5, 2018"
N,210951,1,8445507,"Sep 15, 2030",Y,Y,U-2624,,"Mar 5, 2018"
N,209816,1,10383884,"Oct 31, 2037",,,U-2576,,"Sep 17, 2019"
N,210807,1,8486975,"Oct 7, 2031",Y,Y,U-2629,,"Sep 17, 2018"
N,209963,1,10413505,"Feb 7, 2037",,,U-2479,,"Oct 16, 2019"
N,209531,1,10436802,"Sep 11, 2035",,,U-2094,,"Oct 17, 2019"
N,209531,1,10436802,"Sep 11, 2035",,,U-1943,,"Oct 17, 2019"
N,209531,1,10436802,"Sep 11, 2035",,,U-1941,,"Oct 17, 2019"
N,209531,1,10436802,"Sep 11, 2035",,,U-2093,,"Oct 17, 2019"
N,209531,1,10436802,"Sep 11, 2035",,,U-1944,,"Oct 17, 2019"
N,209531,1,10436802,"Sep 11, 2035",,,U-1942,,"Oct 17, 2019"
N,211527,1,8470871,"Dec 21, 2025",,,U-2639,,"Oct 31, 2019"
N,210797,1,8334265,"Mar 11, 2029",,,U-2638,,"Nov 6, 2019"
N,210797,1,10076555,"Feb 11, 2025",,,U-2638,,"Nov 6, 2019"
N,205437,1,8455536,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,205437,1,7659302,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,212436,1,7456168,"Jan 16, 2023",,,U-2515,,"Nov 26, 2019"
N,212436,2,7456168,"Jan 16, 2023",,,U-2515,,"Nov 26, 2019"
N,212436,3,7456168,"Jan 16, 2023",,,U-2515,,"Nov 26, 2019"
N,213004,1,9603806,"Feb 12, 2034",,Y,U-2660,,"Nov 25, 2019"
N,213004,1,9498445,"Feb 12, 2034",,Y,U-2660,,"Nov 25, 2019"
N,213004,1,9050263,"Feb 12, 2034",,Y,U-2660,,"Nov 25, 2019"
N,208901,1,10463740,"Jun 21, 2033",,Y,U-2453,,"Nov 27, 2019"
N,209310,1,10232152,"Nov 24, 2034",,Y,U-2272,,"Dec 6, 2019"
N,208623,1,10471053,"May 30, 2038",,,U-2371,,"Dec 6, 2019"
N,209128,1,10507180,"Jan 5, 2027",,Y,U-1351,,"Jan 9, 2020"
N,207318,2,10517860,"Mar 23, 2037",,,U-1974,,"Jan 10, 2020"
N,202057,1,9700537,"May 31, 2027",,,U-2707,,"Jan 10, 2020"
N,202057,1,9198892,"Sep 25, 2027",,,U-2706,,"Jan 10, 2020"
N,202057,2,9198892,"Sep 25, 2027",,,U-2706,,"Jan 10, 2020"
N,202057,2,9700537,"May 31, 2027",,,U-2707,,"Jan 10, 2020"
N,212614,1,9949998,"Jun 11, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,2,9949998,"Jun 11, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,3,9949998,"Jun 11, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,4,9949998,"Jun 11, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,1,10022379,"Apr 2, 2029",,Y,U-2732,,"Feb 18, 2020"
N,212614,2,10022379,"Apr 2, 2029",,Y,U-2732,,"Feb 18, 2020"
N,212614,3,10022379,"Apr 2, 2029",,Y,U-2732,,"Feb 18, 2020"
N,212614,4,10022379,"Apr 2, 2029",,Y,U-2732,,"Feb 18, 2020"
N,212614,1,10406172,"Jun 15, 2030",,Y,U-2733,,"Feb 18, 2020"
N,212614,1,10258637,"Apr 3, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,2,10258637,"Apr 3, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,2,10406172,"Jun 15, 2030",,Y,U-2733,,"Feb 18, 2020"
N,212614,3,10406172,"Jun 15, 2030",,Y,U-2733,,"Feb 18, 2020"
N,212614,3,10258637,"Apr 3, 2034",,,U-2731,,"Feb 18, 2020"
N,212614,4,10406172,"Jun 15, 2030",,Y,U-2733,,"Feb 18, 2020"
N,212614,4,10258637,"Apr 3, 2034",,,U-2731,,"Feb 18, 2020"
N,212097,1,9649364,"Apr 22, 2036",,Y,U-2742,,"Feb 21, 2020"
N,212097,2,9649364,"Apr 22, 2036",,Y,U-2742,,"Feb 21, 2020"
N,212097,3,9649364,"Apr 22, 2036",,Y,U-2742,,"Feb 21, 2020"
N,212097,4,9649364,"Apr 22, 2036",,Y,U-2742,,"Feb 21, 2020"
N,201699,1,8859510,"Jul 31, 2027",,,U-2741,,"Nov 5, 2014"
N,201699,1,7906489,"Mar 4, 2027",,,U-2741,,"Aug 29, 2011"
N,22200,2,6515117,"Oct 4, 2025",Y,Y,U-2588,,"Nov 15, 2017"
N,22200,2,8329648,"Aug 18, 2026",,,U-2596,,"Mar 28, 2014"
N,22200,2,8329648,"Aug 18, 2026",,,U-2595,,"Mar 28, 2014"
N,22200,2,8329648,"Aug 18, 2026",,,U-2589,,"Mar 28, 2014"
N,22200,2,8329648,"Aug 18, 2026",,,U-2588,,"Mar 28, 2014"
N,22200,2,8329648,"Aug 18, 2026",,,U-2590,,"Mar 28, 2014"
N,22200,2,8329648,"Aug 18, 2026",,,U-2593,,"Mar 28, 2014"
N,22200,2,8329648,"Aug 18, 2026",,,U-2594,,"Mar 28, 2014"
N,22200,2,7456254,"Jun 30, 2025",,Y,U-2590,,"Mar 28, 2014"
N,22200,2,7456254,"Jun 30, 2025",,Y,U-2588,,"Mar 28, 2014"
N,22200,2,7456254,"Jun 30, 2025",,Y,U-2589,,"Mar 28, 2014"
N,212728,1,11083724,"Mar 25, 2039",,Y,U-2718,,"Aug 26, 2021"
N,22200,2,7612176,"Apr 13, 2025",,Y,U-2590,,"Mar 28, 2014"
N,212728,1,11083724,"Mar 25, 2039",,Y,U-3142,,"Aug 26, 2021"
N,22200,2,7612176,"Apr 13, 2025",,Y,U-2588,,"Mar 28, 2014"
N,22200,2,7612176,"Apr 13, 2025",,Y,U-2589,,"Mar 28, 2014"
N,22200,2,8906851,"Aug 18, 2026",,,U-2588,,"Jan 6, 2015"
N,22200,2,8906851,"Aug 18, 2026",,,U-2589,,"Jan 6, 2015"
N,22200,2,8906851,"Aug 18, 2026",,,U-2593,,"Jan 6, 2015"
N,22200,2,8906851,"Aug 18, 2026",,,U-2590,,"Jan 6, 2015"
N,22200,2,8461105,"Apr 13, 2025",,Y,U-2588,,"Mar 28, 2014"
N,22200,2,8461105,"Apr 13, 2025",,Y,U-2589,,"Mar 28, 2014"
N,22200,2,8461105,"Apr 13, 2025",,Y,U-2590,,"Mar 28, 2014"
N,205580,1,11103483,"Jan 28, 2031",,Y,U-1971,,"Aug 31, 2021"
N,205580,1,11103483,"Jan 28, 2031",,Y,U-1972,,"Aug 31, 2021"
N,22200,2,8431685,"Apr 13, 2025",,Y,U-2590,,"Mar 28, 2014"
N,22200,2,8431685,"Apr 13, 2025",,Y,U-2588,,"Mar 28, 2014"
N,22200,2,8431685,"Apr 13, 2025",,Y,U-2589,,"Mar 28, 2014"
N,207078,1,10398730,"Feb 10, 2032",,,U-2312,,"Oct 1, 2019"
N,207078,2,10398730,"Feb 10, 2032",,,U-2312,,"Oct 1, 2019"
N,21902,1,10434059,"Nov 18, 2022",,Y,U-172,,"Oct 16, 2019"
N,210192,1,10426780,"Jan 24, 2031",Y,Y,U-257,,"Oct 25, 2019"
N,207318,1,10028944,"Jan 15, 2024",,,U-1974,,"Aug 6, 2018"
N,210793,1,10028944,"Jan 15, 2024",,,U-1974,,"Jul 25, 2018"
N,210793,1,9566271,"Jan 15, 2024",,,U-1974,,"Jul 25, 2018"
N,211415,1,9180090,"Feb 11, 2030",,,U-2635,,"Oct 30, 2019"
N,211415,1,8314083,"Feb 28, 2030",,,U-2634,,"Oct 30, 2019"
N,211415,1,8513259,"Feb 11, 2030",,,U-2636,,"Oct 30, 2019"
N,211415,1,8263581,"Feb 28, 2030",,,U-2635,,"Oct 30, 2019"
N,211415,1,9119771,"Feb 11, 2030",,,U-2635,,"Oct 30, 2019"
N,22204,1,10449173,"Nov 6, 2029",,Y,U-2637,,"Oct 30, 2019"
N,208215,1,8754065,"Aug 15, 2032",Y,Y,U-1259,,"May 2, 2016"
N,208215,1,9296769,"Aug 15, 2032",Y,Y,U-1259,,"Apr 26, 2016"
N,212273,1,8324242,"Aug 5, 2027",,,U-2645,,"Nov 14, 2019"
N,212273,1,8354427,"Jul 6, 2026",,,U-2646,,"Nov 14, 2019"
N,212273,1,8598181,"May 1, 2027",,,U-2645,,"Nov 14, 2019"
N,212273,1,8415387,"Nov 12, 2027",,,U-2645,,"Nov 14, 2019"
N,212273,1,8629162,"Jun 24, 2025",,,U-2648,,"Nov 14, 2019"
N,212273,1,9670163,"Dec 28, 2026",,Y,U-2650,,"Nov 14, 2019"
N,212273,1,9012496,"Jul 15, 2033",,,U-2649,,"Nov 14, 2019"
N,212379,1,10137200,"Oct 1, 2030",,,U-2647,,"Nov 15, 2019"
N,212379,1,8865139,"Oct 1, 2030",,Y,U-2647,,"Nov 15, 2019"
N,212379,1,10398641,"Sep 8, 2037",,,U-2647,,"Nov 15, 2019"
N,212379,1,9675700,"Oct 1, 2030",,Y,U-2647,,"Nov 15, 2019"
N,212379,1,8992896,"Oct 1, 2030",,Y,U-2647,,"Nov 15, 2019"
N,212379,1,10086080,"Oct 1, 2030",,,U-2647,,"Nov 15, 2019"
N,212379,1,10213512,"Oct 1, 2030",,Y,U-2647,,"Nov 15, 2019"
N,212273,1,10022352,"Apr 9, 2027",,Y,U-2651,,"Nov 14, 2019"
N,212273,1,9974781,"Apr 9, 2027",,Y,U-2645,,"Nov 14, 2019"
N,212273,1,10081621,"Mar 25, 2031",,Y,U-2652,,"Nov 14, 2019"
N,212273,1,9931334,"Dec 28, 2026",,Y,U-2650,,"Nov 14, 2019"
N,212273,1,10239867,"Apr 9, 2027",Y,Y,U-2653,,"Nov 14, 2019"
N,210563,1,10463668,"Oct 24, 2034",,,U-2654,,"Nov 15, 2019"
N,210563,2,10463668,"Oct 24, 2034",,,U-2654,,"Nov 15, 2019"
N,210563,3,10463668,"Oct 24, 2034",,,U-2654,,"Nov 15, 2019"
N,210563,4,10463668,"Oct 24, 2034",,,U-2654,,"Nov 15, 2019"
N,211746,1,10765686,"Sep 4, 2034",,,U-3295,,"Feb 11, 2022"
N,205437,3,7659302,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,205437,3,6962940,"Mar 19, 2023",,,U-2656,,"Apr 15, 2014"
N,211746,1,10758550,"Sep 4, 2034",,,U-3296,,"Feb 11, 2022"
N,205437,3,6962940,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,211746,1,10646500,"Sep 4, 2034",,,U-3297,,"Feb 11, 2022"
N,205437,3,9724330,"Mar 19, 2023",,,U-2656,,"Jul 19, 2018"
N,205437,3,9724330,"Mar 19, 2023",,,U-2658,,"Jul 19, 2018"
N,205437,3,8455536,"Mar 19, 2023",,,U-2658,,"Apr 15, 2014"
N,211746,1,10548907,"Sep 4, 2034",,,U-3297,,"Feb 11, 2022"
N,205437,3,9018243,"Mar 19, 2023",,,U-2658,,"May 18, 2015"
N,205437,3,9018243,"Mar 19, 2023",,,U-2656,,"May 18, 2015"
N,205437,3,10092541,"May 29, 2034",,,U-2659,,"Oct 9, 2018"
N,213137,1,9248199,"Jan 29, 2034",,,U-2676,,"Dec 19, 2019"
N,210259,1,10167291,"Jul 1, 2036",,Y,U-2667,,"Jan 24, 2019"
N,210259,1,10167291,"Jul 1, 2036",,Y,U-2670,,"Jan 24, 2019"
N,210259,1,10167291,"Jul 1, 2036",,Y,U-2666,,"Jan 24, 2019"
N,210259,1,10167291,"Jul 1, 2036",,Y,U-2668,,"Jan 24, 2019"
N,210259,1,10167291,"Jul 1, 2036",,Y,U-2669,,"Jan 24, 2019"
N,210259,1,10167291,"Jul 1, 2036",,Y,U-2671,,"Jan 24, 2019"
N,210259,1,10272083,"Jan 21, 2035",,,U-2683,,"May 22, 2019"
N,210259,1,10272083,"Jan 21, 2035",,,U-2686,,"May 22, 2019"
N,210259,1,10272083,"Jan 21, 2035",,,U-2684,,"May 22, 2019"
N,210259,1,10272083,"Jan 21, 2035",,,U-2687,,"May 22, 2019"
N,210259,1,10272083,"Jan 21, 2035",,,U-2682,,"May 22, 2019"
N,210259,1,10272083,"Jan 21, 2035",,,U-2685,,"May 22, 2019"
N,202057,1,8410086,"Jun 15, 2030",,,U-2688,,"Jan 6, 2020"
N,202057,1,8454994,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,2,8410086,"Jun 15, 2030",,,U-2688,,"Jan 6, 2020"
N,202057,2,8454994,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,1,8455472,"Jun 15, 2030",,,U-2690,,"Jan 6, 2020"
N,202057,1,8617593,"Apr 29, 2030",,,U-2691,,"Jan 14, 2014"
N,202057,2,8617593,"Apr 29, 2030",,,U-2691,,"Jun 26, 2017"
N,202057,1,8618166,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,1,8623406,"Apr 29, 2030",,,U-2692,,"Jan 14, 2014"
N,202057,2,8623406,"Apr 29, 2030",,,U-2692,,"Jun 26, 2017"
N,202057,1,8642077,"Apr 29, 2030",,,U-2693,,"Jan 6, 2020"
N,202057,2,8642077,"Apr 29, 2030",,,U-2693,,"Jan 6, 2020"
N,202057,1,8669245,"Jun 15, 2030",,,U-2694,,"Jan 6, 2020"
N,202057,2,8669245,"Jun 15, 2030",,,U-2694,,"Jan 6, 2020"
N,202057,1,8680144,"Feb 9, 2030",,,U-2695,,"Jan 6, 2020"
N,202057,2,8680144,"Feb 9, 2030",,,U-2695,,"Jan 6, 2020"
N,202057,1,8703185,"Apr 29, 2030",,,U-2691,,"Jan 6, 2020"
N,202057,1,8691871,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,1,8709475,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,2,8703185,"Apr 29, 2030",,,U-2691,,"Jan 6, 2020"
N,202057,2,8709475,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,2,8691871,"Apr 29, 2030",,,U-2689,,"Jan 6, 2020"
N,202057,1,8710041,"Jun 15, 2030",,,U-2690,,"Jan 6, 2020"
N,202057,2,8710041,"Jun 15, 2030",,,U-2690,,"Jan 6, 2020"
N,202057,1,9603826,"Jun 28, 2033",,,U-2696,,"Jan 6, 2020"
N,202057,2,9603826,"Jun 28, 2033",,,U-2696,,"Jan 6, 2020"
N,202057,1,9610272,"Jun 28, 2033",,,U-2697,,"Jan 6, 2020"
N,202057,2,9610272,"Jun 28, 2033",,,U-2697,,"Jan 6, 2020"
N,212327,1,10391094,"Jun 4, 2032",,Y,U-2607,,"Sep 4, 2019"
N,22348,3,9072661,"Mar 16, 2032",,,U-2264,,"Sep 4, 2019"
N,22348,3,8871810,"Sep 30, 2029",,,U-981,,"Sep 23, 2019"
N,22527,1,9187405,"Jun 25, 2027",,,U-2613,,"Dec 2, 2015"
N,208564,1,10398708,"Dec 20, 2033",,,U-2317,,"Sep 12, 2019"
N,208564,2,10398708,"Dec 20, 2033",,,U-2317,,"Sep 12, 2019"
N,22348,3,9012508,"Sep 14, 2030",,,U-981,,"Sep 23, 2019"
N,22348,3,8735452,"Sep 30, 2029",,,U-981,,"Sep 23, 2019"
N,204671,2,8618076,"Dec 11, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,204671,2,8889159,"Mar 26, 2029",,Y,U-1470,,"Sep 23, 2019"
N,204671,2,8633309,"Mar 26, 2029",Y,Y,U-1470,,"Sep 23, 2019"
N,204671,2,8580765,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,204671,2,8334270,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,204671,2,9284342,"Sep 13, 2030",Y,Y,U-1470,,"Sep 23, 2019"
N,204671,2,9085573,"Mar 21, 2028",Y,Y,U-1470,,"Sep 23, 2019"
N,204671,2,7964580,"Mar 26, 2029",Y,Y,U-1470,,"Sep 23, 2019"
N,22075,1,7727993,"Jan 28, 2023",,,U-2623,,"Sep 25, 2019"
N,22075,1,7727994,"Jan 18, 2023",,,U-2623,,"Sep 25, 2019"
N,22075,2,7727993,"Jan 28, 2023",,,U-2623,,"Sep 25, 2019"
N,22075,2,7727994,"Jan 18, 2023",,,U-2623,,"Sep 25, 2019"
N,208623,1,10406143,"May 16, 2027",,,U-2371,,"Sep 26, 2019"
N,212725,1,9616059,"Jul 8, 2028",,,U-2618,,"Sep 13, 2019"
N,212725,2,9616059,"Jul 8, 2028",,,U-2618,,"Sep 13, 2019"
N,210655,1,10406160,"Jun 26, 2026",,Y,U-2608,,"Sep 26, 2019"
N,210655,2,10406160,"Jun 26, 2026",,Y,U-2608,,"Sep 26, 2019"
N,212725,1,10231965,"Feb 17, 2035",,,U-2618,,"Sep 13, 2019"
N,212725,1,9649306,"May 22, 2033",,,U-2618,,"Sep 13, 2019"
N,212725,1,8673893,"Jul 8, 2028",,,U-2618,,"Sep 13, 2019"
N,212725,1,9255087,"Jul 8, 2028",,,U-2618,,"Sep 13, 2019"
N,212725,2,9649306,"May 22, 2033",,,U-2618,,"Sep 13, 2019"
N,212725,2,10231965,"Feb 17, 2035",,,U-2618,,"Sep 13, 2019"
N,212725,2,9255087,"Jul 8, 2028",,,U-2618,,"Sep 13, 2019"
N,212725,2,8673893,"Jul 8, 2028",,,U-2618,,"Sep 13, 2019"
N,211801,1,9006281,"May 2, 2030",,,U-2626,,"Oct 10, 2019"
N,211801,1,9408840,"Dec 30, 2029",,,U-2626,,"Oct 10, 2019"
N,206192,1,10478400,"Jun 29, 2036",Y,Y,U-1776,,"Dec 18, 2019"
N,21945,4,10471075,"May 2, 2036",,,U-2236,,"Nov 18, 2019"
N,206488,1,RE47751,"Jun 28, 2025",,,U-1918,,"Dec 18, 2019"
N,206488,1,RE47751,"Jun 28, 2025",,,U-2664,,"Dec 18, 2019"
N,206488,1,RE47751,"Jun 28, 2025",,,U-2673,,"Dec 18, 2019"
N,206488,1,RE47751,"Jun 28, 2025",,,U-2674,,"Dec 18, 2019"
N,206488,2,RE47751,"Jun 28, 2025",,,U-1918,,"Dec 18, 2019"
N,206488,2,RE47751,"Jun 28, 2025",,,U-2673,,"Dec 18, 2019"
N,206488,2,RE47751,"Jun 28, 2025",,,U-2674,,"Dec 18, 2019"
N,206488,2,RE47751,"Jun 28, 2025",,,U-2664,,"Dec 18, 2019"
N,211970,1,10266827,"Jun 28, 2025",,,U-2675,,"Dec 18, 2019"
N,202057,1,9623001,"Jun 28, 2033",,,U-2698,,"Jan 6, 2020"
N,202057,1,9693984,"Jun 28, 2033",,,U-2697,,"Jan 6, 2020"
N,202057,2,9693984,"Jun 28, 2033",,,U-2697,,"Jan 6, 2020"
N,202057,2,9623001,"Jun 28, 2033",,,U-2698,,"Jan 6, 2020"
N,202057,1,9693985,"Jun 28, 2033",,,U-2696,,"Jan 6, 2020"
N,202057,1,9693986,"Jun 28, 2033",,,U-2698,,"Jan 6, 2020"
N,202057,2,9693985,"Jun 28, 2033",,,U-2696,,"Jan 6, 2020"
N,202057,2,9693986,"Jun 28, 2033",,,U-2698,,"Jan 6, 2020"
N,202057,1,10010517,"Apr 29, 2030",,,U-2690,,"Jan 6, 2020"
N,202057,1,9918954,"Jun 28, 2033",,,U-2699,,"Jan 6, 2020"
N,202057,2,10010517,"Apr 29, 2030",,,U-2690,,"Jan 6, 2020"
N,202057,2,9918954,"Jun 28, 2033",,,U-2699,,"Jan 6, 2020"
N,202057,1,10278935,"Jun 28, 2033",,,U-2701,,"Jan 6, 2020"
N,202057,1,10265287,"Apr 29, 2030",,,U-2700,,"Jan 6, 2020"
N,202057,2,10278935,"Jun 28, 2033",,,U-2701,,"Jan 6, 2020"
N,202057,2,10265287,"Apr 29, 2030",,,U-2700,,"Jan 6, 2020"
N,202057,1,10278937,"Jun 28, 2033",,,U-2703,,"Jan 6, 2020"
N,202057,1,10278936,"Jun 28, 2033",,,U-2702,,"Jan 6, 2020"
N,202057,2,10278936,"Jun 28, 2033",,,U-2702,,"Jan 6, 2020"
N,202057,2,10278937,"Jun 28, 2033",,,U-2703,,"Jan 6, 2020"
N,202057,1,10383840,"Jun 28, 2033",,,U-2704,,"Jan 6, 2020"
N,202057,2,10383840,"Jun 28, 2033",,,U-2704,,"Jan 6, 2020"
N,22395,1,8889113,"Sep 5, 2023",,,U-2705,,"Jan 8, 2020"
N,22395,1,8263059,"Sep 5, 2023",,,U-2705,,"Jan 8, 2020"
N,203567,1,10512640,"Jan 3, 2028",,,U-1969,,"Jan 8, 2020"
N,208090,1,10525052,"Jul 7, 2023",,Y,U-1556,,"Jan 7, 2020"
N,208090,2,10525052,"Jul 7, 2023",,Y,U-1556,,"Jan 7, 2020"
N,208090,3,10525052,"Jul 7, 2023",,Y,U-1556,,"Jan 7, 2020"
N,208090,4,10525052,"Jul 7, 2023",,Y,U-1556,,"Jan 7, 2020"
N,208090,5,10525052,"Jul 7, 2023",,Y,U-1556,,"Jan 7, 2020"
N,206829,1,7129232,"May 15, 2028",Y,Y,U-1676,,"Jan 13, 2015"
N,203415,1,9126941,"May 15, 2026",,,U-2708,,"Oct 7, 2015"
N,203415,1,8183274,"Aug 24, 2026",,,U-2708,,"Sep 27, 2012"
N,208558,1,8143241,"Aug 12, 2027",,,U-2716,,"Sep 15, 2017"
N,208558,2,8143241,"Aug 12, 2027",,,U-2716,,"Sep 15, 2017"
N,208558,1,8859562,"Aug 4, 2031",,,U-2716,,"Sep 15, 2017"
N,208558,2,8859562,"Aug 4, 2031",,,U-2716,,"Sep 15, 2017"
N,208558,1,9566276,"Mar 12, 2024",,,U-2716,,"Jan 22, 2020"
N,208558,2,9566276,"Mar 12, 2024",,,U-2716,,"Jan 22, 2020"
N,212535,1,10543186,"Mar 15, 2039",,,U-2722,,"Jan 29, 2020"
N,211765,1,8754096,"Jul 19, 2032",Y,Y,U-2717,,"Jan 21, 2020"
N,211765,2,8754096,"Jul 19, 2032",Y,Y,U-2717,,"Jan 21, 2020"
N,202971,3,10525057,"Mar 8, 2034",,,U-2723,,"Jan 31, 2020"
N,202971,3,10525057,"Mar 8, 2034",,,U-1632,,"Jan 31, 2020"
N,202971,3,10525057,"Mar 8, 2034",,,U-543,,"Jan 31, 2020"
N,211765,1,9499545,"Nov 10, 2031",Y,Y,U-2718,,"Jan 21, 2020"
N,211765,1,9833448,"Nov 10, 2031",,,U-2718,,"Jan 21, 2020"
N,211765,2,9833448,"Nov 10, 2031",,,U-2718,,"Jan 21, 2020"
